0,-177.587577219595,5.8777803754221
0.1,4.5513170360052,5.72477972373458
0.2,5.00235895733722,5.01766860977462
0.3,5.20737801262418,4.52145029008984
0.4,5.33038944583717,4.12447563785266
0.5,5.65841993455477,3.84328526107526
0.6,6.31448091264279,3.57863549613026
0.7,6.51949996847377,3.36360756313706
0.8,7.09355332525263,3.18166085132239
0.9,7.38058000389186,3.0079844452046
1,7.95463336166985,2.85498380221738
1.1,8.40567528610545,2.68957770221517
1.2,8.77470958822213,1.90389873465593
1.3,9.18474770200779,2.8301728871823
1.4,9.79980487332304,2.24711638739014
1.5,10.0458277420631,1.19678767439827
1.6,10.6608849144478,2.23057577756587
1.7,11.1939344644658,4.51731513744628
1.8,11.7269840150573,12.6635664959148
1.9,12.4240488128498,2.59446919496077
2,13.1621174233459,12.5312415904459
2.1,14.2282165293356,17.3197493205423
2.2,17.3855100489767,18.0971582159789
2.3,26.5293602255568,19.5775432717904
2.4,41.7417750166132,20.4955474332303
2.5,57.3232246079055,20.6444129744107
2.6,72.166605982956,20.7974136699448
2.7,86.1079038036094,20.9338737501147
2.8,99.229125631065,20.9959010593979
2.9,111.284248482128,21.0661986766723
3,122.970337230595,21.0868744464765
3.1,133.713338349025,21.198523603557
3.2,143.882286178179,21.2440102972491
3.3,153.19015392225,21.4135516104415
3.4,161.759953005517,21.5706874621718
3.5,170.042725458825,21.7526342384346
3.6,177.218394769279,21.9676622475401
3.7,184.066033574075,22.2033660277408
3.8,190.380622730458,22.3480964196041
3.9,191.815756640176,22.290204262812
4,182.343872908194,21.5252007682026
4.1,181.974838480523,20.9669549817234
4.2,184.025029748632,20.7519269766322
4.3,182.753911161464,20.5451692802444
4.4,181.892830829965,20.3797631237099
4.5,182.302869082884,20.2060866599001
4.6,182.261865257578,20.1605999670909
4.7,181.892830829965,20.0406805044161
4.8,181.851827004691,19.9951938117479
4.9,181.892830829965,19.8463282723778
5,181.974838480523,19.8215173491899
5.1,181.892830829965,19.734679118123
5.2,181.851827004691,19.6602463487498
5.3,181.728815528887,19.6147596564062
5.4,181.646807878367,19.5775432717904
5.5,181.646807878367,19.5237862718356
5.6,181.892830829965,19.4038668105937
5.7,181.892830829965,19.2715418881576
5.8,181.81082317942,19.2425958114186
5.9,181.81082317942,19.205379427063
6,181.81082317942,19.0234326594772
6.1,181.933834655243,19.0027568904728
6.2,181.974838480523,18.915918660742
6.3,181.892830829965,18.845621046302
6.4,181.687811703625,18.7918640470871
6.5,181.974838480523,18.6926203563719
6.6,181.933834655243,18.7132961252556
6.7,181.892830829965,18.6099172809175
6.8,181.728815528887,18.5644305894726
6.9,182.056846131094,18.4775923604587
7,181.81082317942,18.4486462841524
7.1,181.892830829965,18.3287268253371
7.2,181.56480022786,18.3080510566033
7.3,181.728815528887,18.291510441622
7.4,181.687811703625,18.2708346729027
7.5,181.81082317942,18.1881315981061
7.6,181.769819354152,18.142644907023
7.7,181.81082317942,18.1509152144897
7.8,181.769819354152,18.0847527547919
7.9,181.687811703625,18.0144551414534
8,181.81082317942,17.9648332968001
